id,language_iso639_code,translation
77,en,"The University of Bristol has been at the forefront of higher education in the UK for over a century and is a world-class elite university. It consistently receives high ratings both domestically and internationally and is a member of the research-intensive ""Russell Group."" The university has produced 13 Nobel Prize winners, including alumni. International students can expect to connect with a community rich in academic tradition, built over a long history, while also enjoying a modern and fulfilling student life. The city of Bristol, where the university campus is located, is a beautiful place blessed with nature and vibrant with creative culture. The University of Bristol, as the heart of the city, boasts excellent facilities and intellectual resources."
77,ja,ブリストル大学は、1世紀以上にわたって英国における高等教育の最前線に立ち、世界を舞台に活躍するエリート大学です。英国内外で常に高い評価を得ており、研究集約型大学である「ラッセルグループ」の一員であり、卒業生も含めて、13人のノーベル賞受賞者を輩出しています。留学生は、長い歴史の中で積み上げられた豊かな学問的伝統を持つコミュニティと結びつくと同時に現代の楽しく、充実した学生生活を送ることも期待できます。大学のキャンパスがあるブリストルの街は自然に恵まれ、且つ創造的な文化があふれる美しい場所です。ブリストル大学は、ブリストルの街の中心地として、素晴らしい施設や知的資源を揃えています。
77,vi,"Đại học Bristol đã đứng ở vị trí hàng đầu trong giáo dục đại học ở Vương quốc Anh hơn một thế kỷ và là một trường đại học tinh hoa đẳng cấp thế giới. Trường liên tục nhận được đánh giá cao cả trong nước và quốc tế và là thành viên của ""Russell Group"" các trường đại học nghiên cứu hàng đầu. Trường đã đào tạo ra 13 người đoạt giải Nobel, bao gồm cả các cựu sinh viên. Sinh viên quốc tế có thể mong đợi được kết nối với một cộng đồng giàu truyền thống học thuật, được xây dựng qua một lịch sử dài, đồng thời tận hưởng cuộc sống sinh viên hiện đại và phong phú. Thành phố Bristol, nơi có khuôn viên trường, là một nơi đẹp đẽ được thiên nhiên ưu đãi và tràn đầy văn hóa sáng tạo. Đại học Bristol, như là trung tâm của thành phố, tự hào có các cơ sở vật chất tuyệt vời và các nguồn tài nguyên trí tuệ."
78,en,"Arriving at the University of Glasgow feels like stepping into a fantasy world. Its Gothic spires and stunning architecture evoke the world of Harry Potter. For over 550 years, the University of Glasgow has been educating bright and ambitious young people from the UK and around the world. Since its founding, it has been a central figure in Scottish education and academic research, boasting numerous groundbreaking achievements. It was a pioneer in worker education during the Industrial Revolution and was the first university in Europe to completely divest from fossil fuels. Studying at the University of Glasgow means following in the footsteps of people who have changed the world, including eight Nobel Prize winners and three British Prime Ministers. You will also be joining students from over 140 countries, receiving top-notch education, and aspiring to contribute to the world. Studying in Glasgow is a fun and exciting experience, and the city itself is inspiring. The University of Glasgow is a place where past and present intersect, with state-of-the-art facilities and centuries of academic expertise and insight. The university attracts talented individuals from various fields who conduct ambitious and impactful research. It is a place where you can discover how you can change the world."
78,ja,グラスゴー大学に到着すると、まるでファンタジーの世界に入り込んだかのような気分になります。ゴシック様式の尖塔や見事な建築物は、まるでハリー・ポッターの世界を彷彿させます。グラスゴー大学は、550年以上にわたって、イギリス国内はもとより世界中から集まった優秀で向上心のある意欲的な若者たちの教育に携わってきました。大学創立以来、スコットランドの教育と学術研究の中心的存在であり、数々の画期的な業績を誇っています。産業革命の時代に労働者教育の先駆者となったことや、ヨーロッパで初めて化石燃料への投資を完全停止した大学であることなど、多くの先駆的な実績を誇っています。グラスゴー大学で学ぶことは、8人のノーベル賞受賞者や3人の英国首相を含む、世界を変えた人々の足跡をたどることになるのです。また、140カ国以上から集まった学生とともに最高の教育を受け、世界に貢献することを熱望することになります。グラスゴーで学ぶことは、楽しく、エキサイティングな体験であり、この街そのものがひらめきを呼び起こします。グラスゴー大学は、過去と現在が交錯する地でもあり、最新鋭の設備と何世紀にもわたる学術的専門的な知見や見識が融合しています。グラスゴー大学には、様々な分野で活躍する優秀な人材が集まり、意欲的で影響力のある研究を行っています。つまり、あなたがどのように世界を変えることができるかを発見する場所なのです。
78,vi,"Đến Đại học Glasgow cảm giác như bước vào một thế giới kỳ ảo. Những ngọn tháp Gothic và kiến trúc tuyệt đẹp của nó gợi lên thế giới của Harry Potter. Trong hơn 550 năm qua, Đại học Glasgow đã giáo dục những người trẻ sáng dạ và đầy tham vọng từ Vương quốc Anh và khắp nơi trên thế giới. Kể từ khi thành lập, nó đã là một nhân vật trung tâm trong giáo dục và nghiên cứu học thuật của Scotland, tự hào về nhiều thành tựu đột phá. Trường là người tiên phong trong giáo dục công nhân trong thời kỳ Cách mạng Công nghiệp và là trường đại học đầu tiên ở châu Âu ngừng hoàn toàn việc đầu tư vào nhiên liệu hóa thạch. Học tập tại Đại học Glasgow có nghĩa là theo dấu chân của những người đã thay đổi thế giới, bao gồm tám người đoạt giải Nobel và ba Thủ tướng Anh. Bạn cũng sẽ tham gia cùng sinh viên từ hơn 140 quốc gia, nhận được nền giáo dục hàng đầu và khao khát đóng góp cho thế giới. Học tập ở Glasgow là một trải nghiệm vui vẻ và thú vị, và chính thành phố này là nguồn cảm hứng. Đại học Glasgow là nơi quá khứ và hiện tại giao thoa, với các cơ sở hiện đại và kiến thức học thuật chuyên môn hàng thế kỷ. Trường thu hút những cá nhân tài năng từ các lĩnh vực khác nhau, những người thực hiện các nghiên cứu đầy tham vọng và có ảnh hưởng. Đây là nơi bạn có thể khám phá cách bạn có thể thay đổi thế giới."
79,en,"The University of Liverpool is a member of the ""Russell Group"" and is one of the leading research universities in the UK. The university campus is located in the heart of the exciting city of Liverpool, where students will enroll in a top-ranked university that combines excellent education with a variety of state-of-the-art facilities. In Liverpool, students become part of a friendly and diverse community, benefiting from a rigorous academic environment as well as the fun and creative atmosphere of the city itself."
79,ja,リバプール大学は、「ラッセルグループ」の一員であり、英国でも有数の研究型大学です。大学キャンパスは、リバプールというエキサイティングな街の中心に位置し、学生は優れた教育と様々な最新設備を兼ね備えたトップランクの大学に入学することになります。リバプールの地で学生はフレンドリーで多様なコミュニティの一員となり、厳粛な学術環境と、街そのものの楽しさと創造性に富む環境からの恩恵を受けることができます。
79,vi,"Đại học Liverpool là thành viên của ""Russell Group"" và là một trong những trường đại học nghiên cứu hàng đầu ở Vương quốc Anh. Khuôn viên trường đại học nằm ở trung tâm thành phố sôi động Liverpool, nơi sinh viên sẽ nhập học tại một trường đại học hàng đầu kết hợp giáo dục xuất sắc với nhiều cơ sở vật chất hiện đại. Tại Liverpool, sinh viên trở thành một phần của cộng đồng thân thiện và đa dạng, hưởng lợi từ môi trường học thuật nghiêm ngặt cũng như bầu không khí vui vẻ và sáng tạo của chính thành phố."
80,en,"The University of Nottingham, as a member of the elite ""Russell Group"" of universities in the UK, has achieved top rankings and a gold award for the quality of its education. The university's attractive main campus is equipped with facilities and amenities such as a 24-hour library, various clubs and societies, and a free bus service. The campus is located just a short distance from the center of Nottingham, allowing students to enjoy a fulfilling student life with access to recommended restaurants offering cuisines from around the world and easily accessible cultural attractions."
80,ja,ノッティンガム大学は、イギリスのエリート大学連合、「ラッセルグループ」の一員として、ランキング上位と教育の質に対する金賞を獲得しています。大学の魅力溢れるメインキャンパスには、24時間利用可能な図書館、種々のクラブやソサエティ、無料バスサービスなどの施設や設備が整っています。大学キャンパスは、ノッティンガム市の中心部からすぐのところにあり、学生は、世界中の料理を楽しめるお薦めのレストランや、アクセスしやすい文化的アトラクションを享受しつつ、充実した学生生活を送ることができます。
80,vi,"Đại học Nottingham, là thành viên của nhóm các trường đại học tinh hoa ""Russell Group"" ở Vương quốc Anh, đã đạt được thứ hạng cao và giải vàng cho chất lượng giáo dục của mình. Khuôn viên chính hấp dẫn của trường được trang bị các cơ sở vật chất và tiện nghi như thư viện mở cửa 24 giờ, các câu lạc bộ và hội nhóm khác nhau, và dịch vụ xe buýt miễn phí. Khuôn viên trường nằm ngay gần trung tâm thành phố Nottingham, cho phép sinh viên tận hưởng cuộc sống sinh viên đầy đủ với các nhà hàng được đề xuất cung cấp ẩm thực từ khắp nơi trên thế giới và các điểm tham quan văn hóa dễ dàng tiếp cận."
81,en,"The University of York is a prestigious institution renowned for its excellent education and academic excellence. As an elite university in the ""Russell Group,"" the University of York attracts students from around the world each year, forming a diverse campus community. The city of York, which is both historic and international, offers numerous attractions, including medieval ruins, shopping in the city, and live music."
81,ja,ヨーク大学は、優れた教育と学術的な卓越性で定評のある名門校です。「ラッセルグループ」のエリート大学であるヨーク大学には、毎年、世界中から学生が集まり、多様なキャンパス・コミュニティが形成されています。歴史的でありながら国際的な街であるヨークには、中世の遺跡や街中のショップの散策、ライブミュージックなど、見どころがたくさんあります。
81,vi,"Đại học York là một trường danh tiếng nổi tiếng với chất lượng giáo dục và xuất sắc học thuật. Là một trường đại học tinh hoa trong ""Russell Group,"" Đại học York thu hút sinh viên từ khắp nơi trên thế giới mỗi năm, hình thành một cộng đồng khuôn viên đa dạng. Thành phố York, vừa có tính lịch sử vừa mang tính quốc tế, cung cấp nhiều điểm tham quan, bao gồm các di tích thời trung cổ, mua sắm trong thành phố, và nhạc sống."
82,en,"Arizona State University (ASU) is a new type of university that pursues innovative ideas and academic excellence, supporting students in achieving their life goals. ASU is one of the top public universities chosen by international students in the United States and welcomes researchers from around the world. Located in Phoenix, the fifth-largest city in the United States, ASU comprises four campuses and a campus at Lake Havasu in the Phoenix suburbs, offering top-notch facilities, detailed student support, and strong ties with industry."
82,ja,アリゾナ州立大学（ASU）は、革新的なアイデアと卓越した学問を追求し、学生が人生の目標を達成できるよう支援する、新しいタイプの大学です。米国で留学生が選ぶ公立大学の上位に位置するASUは、世界各国からの研究者を受け入れています。ASUは、アメリカ第5の都市フェニックスに位置し、4つのキャンパスとフェニックス郊外のハバス湖にあるキャンパスで構成され、一流の施設、細やかな学生サポート、産業との強いつながりを提供しています。
82,vi,"Đại học Bang Arizona (ASU) là một loại hình đại học mới theo đuổi các ý tưởng sáng tạo và sự xuất sắc trong học thuật, hỗ trợ sinh viên đạt được mục tiêu cuộc sống của họ. ASU là một trong những trường đại học công lập hàng đầu được sinh viên quốc tế lựa chọn ở Hoa Kỳ và chào đón các nhà nghiên cứu từ khắp nơi trên thế giới. Nằm ở Phoenix, thành phố lớn thứ năm ở Hoa Kỳ, ASU bao gồm bốn cơ sở và một cơ sở tại Hồ Havasu ở vùng ngoại ô Phoenix, cung cấp các cơ sở vật chất hàng đầu, hỗ trợ sinh viên tận tình và mối quan hệ chặt chẽ với ngành công nghiệp."
83,en,"Studying in Australia provides a great opportunity to receive education at an international level. The University of Sydney is ranked among the top 50 universities in the world (QS World University Rankings 2020) and is also a member of the prestigious ""Group of Eight,"" known for its research-oriented universities in Australia. The University of Sydney is ideal for career advancement as well. It ranks first in Australia and fourth in the world for graduate employability (QS Graduate Employability Rankings 2020). Beyond academics, student life is rich and you can enjoy a relaxed lifestyle. Australia boasts many diverse cities with cultural attractions and culinary delights, and Sydney is one of the most popular cities for international students (ranked 2nd by student.com). In Sydney, you can benefit from a vibrant urban lifestyle and environment right next to beautiful beaches where you can enjoy swimming, surfing, and picnicking. Additionally, the Blue Mountains National Park near Sydney is an ideal place to enjoy magnificent scenery."
83,ja,オーストラリアで学ぶことは、国際的レベルの教育を受けるという素晴らしい機会を与えてくれます。シドニー大学は、世界の大学ランキング上位50校（QS World University Rankings 2020）にランクインしており、オーストラリアの研究型大学として名高い「グループ 8」のメンバーでもあります。シドニー大学はキャリアアップにも最適です。卒業生の就職率ランキングではオーストラリアで第1位、世界で第4位にランクインしています（QS Graduate Employability Rankings 2020）。学業以外の学生生活も充実しており、リラックスしたライフスタイルを楽しむことができます。オーストラリアには、文化的なアトラクションや食事の楽しみなどに多様な都市が多くありますが、その中でもシドニーは世界で最も留学生に人気のある都市の1つです（student.com第2位）。シドニーでは、スイミングやサーフィン、ピクニックなどをエンジョイできる美しいビーチのすぐ隣で、活気あるアーバンスタイルの環境や生活の恩恵を得ることができます。また、シドニー近郊のブルー・マウンテンズ国立公園は、壮大な景色を楽しむのに最適な場所です。
83,vi,"Du học tại Úc mang lại cơ hội tuyệt vời để nhận được nền giáo dục ở mức quốc tế. Đại học Sydney được xếp hạng trong top 50 trường đại học hàng đầu thế giới (QS World University Rankings 2020) và cũng là thành viên của ""Group of Eight,"" nổi tiếng với các trường đại học định hướng nghiên cứu tại Úc. Đại học Sydney cũng lý tưởng cho việc thăng tiến trong sự nghiệp. Trường xếp hạng nhất ở Úc và hạng tư thế giới về khả năng có việc làm của sinh viên tốt nghiệp (QS Graduate Employability Rankings 2020). Ngoài học tập, cuộc sống sinh viên rất phong phú và bạn có thể tận hưởng lối sống thư giãn. Úc có nhiều thành phố đa dạng với các điểm tham quan văn hóa và ẩm thực, và Sydney là một trong những thành phố phổ biến nhất đối với sinh viên quốc tế (xếp hạng 2 bởi student.com). Tại Sydney, bạn có thể tận hưởng lối sống và môi trường đô thị sôi động ngay cạnh những bãi biển đẹp, nơi bạn có thể bơi lội, lướt sóng và dã ngoại. Ngoài ra, Công viên Quốc gia Blue Mountains gần Sydney là nơi lý tưởng để thưởng ngoạn cảnh đẹp hùng vĩ."
84,en,"Simon Fraser University is a comprehensive university with its main campus in Burnaby, near Vancouver, British Columbia, Canada. Vancouver, famous for being one of the most livable cities in the world (ranked 3rd), is known as a safe and vibrant city. It is a diverse city where urban functions and nature are harmoniously integrated, attracting people from various nationalities. Burnaby, where Simon Fraser University is located, is a district municipality in southwestern British Columbia, forming the eastern suburb of the Vancouver metropolitan area. It is also one of the province's major commercial and industrial centers. The university is named after the Canadian explorer Simon Fraser. The first classes were held in Burnaby in 1965, and later the Surrey and Vancouver campuses were established. Renowned as a research university, it is also prestigious in Environmental Studies, Business, and Criminology/Criminal Justice. It has produced 180,000 graduates, including notable alumni such as Margaret Trudeau, former wife of the Canadian Prime Minister, former Premier of British Columbia Gordon Campbell, Olympic wrestler Arjan Bhullar, and Minh Le, developer of Half-Life and Counter-Strike."
84,ja,サイモンフレイザー大学は、カナダのブリティッシュコロンビア州バンクーバー近郊のバーナビーにメインパスがある総合大学です。世界で最も住みやすい街（第３位）として有名なバンクーバーは、安全で活気に溢れる街として知られます。アーバン都市機能と自然がバランスよく融合した多国籍出身の人々が集まる多様性に富んだ街です。サイモンフレーザー大学の所在するバーナビー（Burnaby）は、カナダのブリティッシュコロンビア州南西部、バンクーバー首都圏の東部郊外を形成する地区自治体。州の主要な商業・工業の中心地のひとつでもあります。サイモンフレイザーの大学名はカナダの探検家サイモン・フレーザーに由来しています。 1965年にバーナビーで最初の授業が開講され、その後、サレーキャンパスとバンクーバーキャンパスが設置されました。研究型大学として著名ですが、環境学やビジネス、犯罪学/刑事法学の名門校でもあります。これまでに18万人の卒業生を輩出しており、著名な卒業生には、カナダの元首相の元夫人マーガレット・トルドーや元ブリティッシュコロンビア州知事ゴードン・キャンベル、レスリング選手でロンドンオリンピック代表アルジャン・ブラー 、ハーフライフ、カウンターストライクの開発者、ミン・リーなどがいます。
84,vi,"Đại học Simon Fraser là một trường đại học tổng hợp với cơ sở chính ở Burnaby, gần Vancouver, British Columbia, Canada. Vancouver, nổi tiếng là một trong những thành phố đáng sống nhất thế giới (xếp hạng 3), được biết đến là một thành phố an toàn và sôi động. Đây là một thành phố đa dạng nơi các chức năng đô thị và thiên nhiên được kết hợp hài hòa, thu hút những người từ nhiều quốc gia khác nhau. Burnaby, nơi Đại học Simon Fraser tọa lạc, là một khu tự quản ở phía tây nam British Columbia, hình thành ngoại ô phía đông của khu vực đô thị Vancouver. Đây cũng là một trong những trung tâm thương mại và công nghiệp chính của tỉnh. Trường đại học được đặt tên theo nhà thám hiểm Canada Simon Fraser. Các lớp học đầu tiên được tổ chức tại Burnaby vào năm 1965, và sau đó các cơ sở Surrey và Vancouver được thành lập. Nổi tiếng là một trường đại học nghiên cứu, trường cũng nổi tiếng về Nghiên cứu Môi trường, Kinh doanh và Tội phạm học/Luật hình sự. Trường đã đào tạo 180.000 sinh viên tốt nghiệp, bao gồm các cựu sinh viên nổi bật như Margaret Trudeau, vợ cũ của Thủ tướng Canada, cựu Thủ hiến British Columbia Gordon Campbell, đô vật Olympic Arjan Bhullar và Minh Le, nhà phát triển của Half-Life và Counter-Strike."
85,en,"The University of Manitoba is a research-intensive public university located in Winnipeg, the capital city of the province of Manitoba, Canada. The city combines a modern skyline with office buildings and a European-style serene urban landscape. In recent years, Winnipeg has garnered attention from international corporations, with aerospace, advanced manufacturing, creative industries, ICT, and agriculture-related industries continuing to grow as major industries. About 15% of the students are international students from 111 countries. The university offers extensive study abroad programs, allowing students to participate in service learning, internships, and exchange programs in 36 countries. The University of Manitoba offers over 100 degree programs, with most faculties offering graduate courses. The university has 19 libraries, housing over 2.5 million volumes, including more than 700,000 e-books and over 70,000 journals. UM excels in actuarial science, accounting, and IT fields. Notable alumni include English literature scholar Marshall McLuhan and Nobel Prize-winning astrophysicist James Peebles."
85,ja,マニトバ大学は、カナダのほぼ中央に位置するマニトバ州の州都ウィニペグにある、研究重視の公立大学です。ウィニペグ市は、近代的なオフィス街と、ヨーロッパ風の落ち着いた街並みが調和した都市です。近年は、国際企業から注目を集めており、航空宇宙、先端製造業、クリエイティブ産業、ICT、農業関連産業が主要産業として成長を続けています。マニトバ大学は国際的な学習環境が特徴で、学生の約15％が世界111カ国からの留学生です。大規模な留学プログラムも提供しており、学生は36カ国から選んで、サービス・ラーニング、インターンシップ、交換プログラムに参加することができます。さらに、100以上の学位プログラムを提供しており、大半の学部で大学院課程を履修可能です。キャンパス内には19の図書館があり、70万冊以上の電子書籍、7万誌以上の電子ジャーナルを含む、計250万冊以上の蔵書を誇ります。また、特に保険数理学、会計学、IT分野において強みを持ちます。著名な卒業生には、英文学者のマーシャル・マクルーハンや、ノーベル物理学賞を受賞した宇宙物理学者ジェームズ・ピーブルズがいます。
85,vi,"Đại học Manitoba là một trường đại học công lập tập trung vào nghiên cứu, nằm ở Winnipeg, thủ phủ của tỉnh Manitoba, Canada. Thành phố Winnipeg, nơi Đại học Manitoba tọa lạc, là thủ phủ của Manitoba và nằm ở trung tâm Canada. Thành phố này kết hợp giữa một đường chân trời hiện đại với các tòa nhà văn phòng và một cảnh quan đô thị yên bình theo phong cách châu Âu. Trong những năm gần đây, Winnipeg đã thu hút sự chú ý của các tập đoàn quốc tế, với các ngành công nghiệp hàng không vũ trụ, sản xuất tiên tiến, công nghiệp sáng tạo, CNTT, và các ngành công nghiệp liên quan đến nông nghiệp tiếp tục phát triển như những ngành công nghiệp chính. Khoảng 15% sinh viên là sinh viên quốc tế đến từ 111 quốc gia. Trường đại học cung cấp các chương trình du học quy mô lớn, cho phép sinh viên tham gia vào các chương trình học tập dịch vụ, thực tập và trao đổi ở 36 quốc gia. Đại học Manitoba cung cấp hơn 100 chương trình cấp bằng, với hầu hết các khoa cung cấp các khóa học sau đại học. Trường có 19 thư viện, chứa hơn 2,5 triệu đầu sách, bao gồm hơn 700.000 sách điện tử và hơn 70.000 tạp chí. UM có thế mạnh trong các lĩnh vực khoa học bảo hiểm, kế toán và CNTT. Các cựu sinh viên nổi bật bao gồm học giả văn học Anh Marshall McLuhan và nhà vật lý thiên văn đoạt giải Nobel James Peebles."
86,en,"The city of Dundee, where the University of Dundee is located, is a major industrial city in eastern Scotland, situated approximately 40 miles (64 km) north of Edinburgh, on the north shore of the North Sea inlet known as the Tay Estuary. Since the latter half of the 20th century, Dundee has become a prominent center for education and research, particularly strong in the research and development of information technology and biotechnology. The University of Dundee offers a wide range of undergraduate, graduate, and research degrees. It is ranked in the top 10 in the UK for Medicine and Art & Design. The university attracts top-tier students and researchers from 145 countries worldwide, recognized internationally for its world-leading research and pioneering innovations such as keyhole surgery and flat screen technology. Dundee's graduates, including Turner Prize winners, politicians, journalists, social change activists, and industry leaders, are making a global impact."
86,ja,ダンディー大学が所在するダンディー市は、エディンバラの北約40マイル（64km）に位置し、テイ湾として知られる北海の入り江の北岸にあるスコットランド東部の主要工業都市です。20世紀後半以降、ダンディーは著名な教育・研究の中心地となり、特に情報技術やバイオテクノロジーの研究開発に強みを持つようになりました。ダンディー大学の学部、大学院、研究分野の学位は多岐にわたります。イギリス国内において、医学、アートデザインの分野でトップ10にランクインしています。世界をリードする研究で国際的な評価を得ていることから、トップクラスの学生や研究者が145か国の世界中から集りますが、鍵穴手術やフラットスクリーン技術など、多様なイノベーションの先駆者でもあります。ターナー賞受賞者から政治家、ジャーナリスト、社会変革の活動家から産業界のリーダーまで、ダンディーの卒業生は世界を変革しています。
86,vi,"Thành phố Dundee, nơi Đại học Dundee tọa lạc, là một thành phố công nghiệp chính ở miền đông Scotland, cách khoảng 40 dặm (64 km) về phía bắc của Edinburgh, nằm trên bờ bắc của vịnh Bắc Hải được gọi là Tay Estuary. Kể từ nửa sau của thế kỷ 20, Dundee đã trở thành một trung tâm giáo dục và nghiên cứu nổi bật, đặc biệt mạnh về nghiên cứu và phát triển công nghệ thông tin và công nghệ sinh học. Đại học Dundee cung cấp nhiều loại bằng cấp đại học, sau đại học và nghiên cứu. Trường được xếp hạng trong top 10 ở Vương quốc Anh về Y học và Nghệ thuật & Thiết kế. Trường thu hút những sinh viên và nhà nghiên cứu hàng đầu từ 145 quốc gia trên toàn thế giới, được công nhận quốc tế về nghiên cứu hàng đầu thế giới và những đổi mới tiên phong như phẫu thuật lỗ khóa và công nghệ màn hình phẳng. Các cựu sinh viên của Dundee, bao gồm những người đoạt giải Turner, chính trị gia, nhà báo, nhà hoạt động thay đổi xã hội và các nhà lãnh đạo trong ngành công nghiệp, đang tạo ra tác động toàn cầu."
87,en,"San Francisco, known for its iconic landmarks, rolling hills, mountain skyline, and cool Pacific climate, is not only world-famous but also one of the most beautiful places on earth. San Francisco State University (SFSU) is an ideal educational institution for four years of university life dedicated to research, learning, and career development. Studying in San Francisco undeniably places you closer to the high-tech industry hub than anywhere else in the world. San Francisco is home to venture companies like Twitter, Airbnb, Uber, and Lyft, and provides easy access to Silicon Valley, where the headquarters of Apple, Facebook, Google, and Tesla are located. SFSU students often find internships or job placements with these companies (or similar ones) after graduation. Besides the venture and IT fields, San Francisco is home to 30 international financial institutions and six Fortune 500 companies, and it is also a center for marketing, design, and biotechnology. You have the chance to fully utilize your skills and abilities and kickstart a great career."
87,ja,象徴的なランドマーク、なだらかな丘、山々のスカイライン、涼しい太平洋気候など、サンフランシスコの街は世界的に有名であると同時に、地球上で最も美しい場所の一つでもあります。サンフランシスコ州立大学（SFSU）は、大学生活の4年間を研究や学び、キャリア形成に理想的な教育機関です。サンフランシスコで学ぶことは、世界のどこよりもハイテク産業の中心地に近づくことは間違いありません。サンフランシスコは、X（旧Twitter）、Airbnb、Uber、Lyftなどベンチャー企業の本拠地であり、Apple、Facebook、Google、Teslaの本社があるシリコンバレーへのアクセスも容易です。SFSUの学生は、卒業後、これらの企業（または類似の企業）でインターンシップや就職先をみつけることが多くあります。ベンチャー・IT分野以外にも、サンフランシスコには30の国際金融機関と6つのフォーチュン500企業があり、またマーケティング、デザイン、バイオテクノロジーの中心地でもあります。あなたのスキルや能力を最大限に生かし、素晴らしいキャリアをスタートさせるチャンスがあるのです。
87,vi,"San Francisco, được biết đến với những địa danh mang tính biểu tượng, những ngọn đồi nhấp nhô, đường chân trời với núi non và khí hậu mát mẻ của Thái Bình Dương, không chỉ nổi tiếng thế giới mà còn là một trong những nơi đẹp nhất trên trái đất. Đại học Bang San Francisco (SFSU) là một cơ sở giáo dục lý tưởng cho bốn năm học đại học dành cho nghiên cứu, học tập và phát triển sự nghiệp. Học tập ở San Francisco chắc chắn sẽ đưa bạn đến gần hơn với trung tâm của ngành công nghiệp công nghệ cao hơn bất cứ nơi nào khác trên thế giới. San Francisco là nơi đặt trụ sở của các công ty khởi nghiệp như Twitter, Airbnb, Uber và Lyft, và cung cấp quyền truy cập dễ dàng vào Thung lũng Silicon, nơi đặt trụ sở của Apple, Facebook, Google và Tesla. Sinh viên SFSU thường tìm được các kỳ thực tập hoặc việc làm tại những công ty này (hoặc các công ty tương tự) sau khi tốt nghiệp. Ngoài lĩnh vực khởi nghiệp và CNTT, San Francisco còn là nơi có 30 tổ chức tài chính quốc tế và sáu công ty Fortune 500, và cũng là trung tâm của tiếp thị, thiết kế và công nghệ sinh học. Bạn có cơ hội tận dụng tối đa kỹ năng và khả năng của mình và bắt đầu một sự nghiệp tuyệt vời."
88,en,"Florida International University (FIU) is a top public university in Miami and globally, promoting wisdom and innovation. At FIU, which combines very high research activity (R1) with high social mobility, the focus is on environmental, health, innovation, and justice fields, enhancing and driving student success in a global city. FIU currently has two campuses and multiple centers, serving over 56,000 diverse students and 270,000 alumni. Many programs are ranked among the best in the nation, with the International Business program ranked 2nd by U.S. News and World Report. Washington Monthly magazine ranks FIU among the top 20 public universities contributing to the public good."
88,ja,"フロリダ国際大学（FIU）は、マイアミでそして世界における叡智とイノベーションを推進するトップクラスの公立大学です。非常に高い研究活動（R1）と高い社会的流動性が融合したフロリダ国際大学では、環境、健康、イノベーション、公正さの分野に焦点をあて、グローバル都市における学生の成功を向上・牽引しています。現在、FIUはキャンパスを2か所と複数のセンターを持っています。56,000人以上の多様な学生と27万人の卒業生にサービスを提供しています。U.S. News and World Report誌で、国際ビジネス学科が第2位に選ばれるなど、多くのプログラムが全米で最も優れたプログラムの1つに数えられています。「ワシントン・マンスリー」誌では、FIUは公共財に貢献する公立大学の上位20校にランクインしています。"
88,vi,"Đại học Quốc tế Florida (FIU) là một trường đại học công lập hàng đầu ở Miami và toàn cầu, thúc đẩy sự khôn ngoan và đổi mới. Tại FIU, nơi kết hợp hoạt động nghiên cứu rất cao (R1) với tính linh động xã hội cao, trọng tâm là các lĩnh vực môi trường, sức khỏe, đổi mới và công lý, nâng cao và thúc đẩy sự thành công của sinh viên trong một thành phố toàn cầu. Hiện tại, FIU có hai cơ sở và nhiều trung tâm, phục vụ hơn 56.000 sinh viên đa dạng và 270.000 cựu sinh viên. Nhiều chương trình được xếp hạng trong số những chương trình tốt nhất toàn quốc, với chương trình Kinh doanh Quốc tế xếp hạng 2 bởi U.S. News and World Report. Tạp chí Washington Monthly xếp hạng FIU trong số 20 trường đại học công lập hàng đầu đóng góp cho lợi ích công cộng."
89,en,"Gonzaga University, located in the heart of beautiful Spokane, Washington, also serves as a gateway to the Pacific region. It is the entrance to the Northwest and its innovative high-tech companies, providing access to companies such as Amazon, Boeing, and Microsoft, which actively hire highly skilled international students. Ranked 79th on the 2022 U.S. News & World Report's Best National Universities list, Gonzaga University promises international students a top-tier degree that will make them immediately employable anywhere in the world. International students who enroll at Gonzaga University become part of an outstanding liberal arts education, gaining academic excellence, superior student support, and valuable experiences. Gonzaga supports students in becoming the best individuals they can be, equipped with intelligence, integrity, and innovation."
89,ja,ゴンザガ大学は、美しいワシントン州スポケーンの中心部に位置し、太平洋地域へのゲートウェイでもあります。北西部とその革新的なハイテク企業の玄関口であり、アマゾン、ボーイング、マイクロソフトなど、高いスキルを持つ留学生を積極的に雇用する企業へのアクセスも可能です。2022年のU.S. News & World ReportのBest National Universitiesリストで79位にランクインしたゴンザガ大学は、世界のどこにいても即戦力となれる一流の学位を留学生に約束します。ゴンザガ大学に入学した留学生は、優秀なリベラルアーツ教育の一員として、学術的卓越性、優れた学生支援や経験を得ることになります。ゴンザガは、学生が知性、誠実さ、革新性を備えた最高の人間になることを支援します。
