id,language_iso639_code,translation
55,en,"An applied science degree covering human nutrition, biochemistry, and public health. Students gain practical laboratory and dietetics training, exploring food systems, health promotion, and clinical nutrition, with pathways to accreditation in dietetics."
55,ja,ヒト栄養学、生化学、公衆衛生を網羅する応用科学学位です。実験室実習や栄養学演習を通じて、食品システム、健康増進、臨床栄養の知識と技術を習得し、栄養士認定への進路を支援します。
55,vi,"Chương trình khoa học ứng dụng bao quát dinh dưỡng con người, sinh hóa và y tế cộng đồng. Sinh viên được đào tạo thực hành trong phòng thí nghiệm và chuyên ngành dinh dưỡng lâm sàng, tìm hiểu hệ thống thực phẩm, thúc đẩy sức khỏe và có lộ trình để được công nhận chuyên môn dinh dưỡng."
56,en,"A broad health-science undergraduate degree combining biomedical foundations (anatomy, physiology, biochemistry) with public health and clinical research methods. It equips students for diverse roles in healthcare, research, or advanced professional pathways."
56,ja,解剖学、生理学、生化学などの基礎的なバイオメディカル知識と、公衆衛生や臨床研究手法を組み合わせた幅広い健康科学の学位です。医療、研究、および専門職への進路に必要な多様なスキルを身につけることができます。
56,vi,"Chương trình cử nhân khoa học sức khỏe tổng hợp, kết hợp kiến thức nền tảng y sinh (giải phẫu, sinh lý, hóa sinh) với phương pháp nghiên cứu lâm sàng và y tế cộng đồng. Chương trình trang bị cho sinh viên kỹ năng cần thiết để làm việc trong các lĩnh vực chăm sóc sức khỏe, nghiên cứu hoặc theo đuổi con đường chuyên môn sâu."
57,en,"A foundational computing degree combining theoretical instruction in information systems, networking, and programming with practical projects and industry placements, preparing graduates for roles in software development, IT support, and systems administration."
57,ja,情報システム、ネットワーク、プログラミングの理論的学習と、実践的なプロジェクトや業界実習を融合したコンピューティングの基礎学位です。ソフトウェア開発、ITサポート、システム管理などの職種に対応できる知識と技術を修得します。
57,vi,"Chương trình cử nhân công nghệ thông tin nền tảng, kết hợp lý thuyết về hệ thống thông tin, mạng máy tính và lập trình với các dự án thực hành và kỳ thực tập tại doanh nghiệp. Sinh viên được chuẩn bị cho các vị trí phát triển phần mềm, hỗ trợ IT và quản trị hệ thống."
58,en,"An interdisciplinary program that examines global development challenges—poverty, inequality, and sustainability—through social-science theory, economics, and policy analysis, enriched by real-world case studies and opportunities for fieldwork abroad."
58,ja,貧困、不平等、持続可能性などのグローバルな開発課題を、社会科学理論、経済学、政策分析の視点から学ぶ学際的プログラムです。実際の事例研究や海外フィールドワークの機会を通じて、実践的な知見と問題解決能力を培います。
58,vi,"Chương trình liên ngành tìm hiểu các thách thức phát triển toàn cầu—như nghèo đói, bất bình đẳng và bền vững—thông qua lý thuyết khoa học xã hội, kinh tế học và phân tích chính sách. Được tăng cường bằng nghiên cứu tình huống thực tế và cơ hội thực địa tại nước ngoài."
59,en,"A professionally-oriented degree exploring the political, economic, and cultural dimensions of global affairs. It combines theory in diplomacy and foreign policy with practical skills in negotiation and research, often including a study-abroad component."
59,ja,グローバルな政治、経済、文化の側面を理論と実践の両面から探究する職業志向の学位です。外交や外国政策の理論的枠組みに加え、交渉や調査の実践的スキルを学び、留学経験を含むプログラムも提供されることがあります。
59,vi,"Chương trình cử nhân định hướng nghề nghiệp, nghiên cứu các khía cạnh chính trị, kinh tế và văn hóa của quan hệ quốc tế. Kết hợp lý thuyết về ngoại giao và chính sách đối ngoại với kỹ năng thực hành trong đàm phán và nghiên cứu, thường bao gồm cả cơ hội du học."
60,en,"An undergraduate program offering intensive language training alongside cultural and linguistic theory. Students gain proficiency through classroom study, language labs, and study-abroad experiences, preparing them for careers in translation, diplomacy, or international business."
60,ja,集中的な語学学習と文化・言語理論の学修を組み合わせた学位です。教室での学習、言語ラボ、留学体験を通じて実践的な運用能力を養い、翻訳、外交、国際ビジネスなどの分野で活躍できる語学力を身につけます。
60,vi,"Chương trình cử nhân ngôn ngữ toàn diện, kết hợp đào tạo ngôn ngữ chuyên sâu với kiến thức lý thuyết về văn hóa và ngôn ngữ. Sinh viên nâng cao khả năng ngôn ngữ qua học trên lớp, phòng lab ngôn ngữ và trải nghiệm du học, chuẩn bị cho sự nghiệp trong dịch thuật, ngoại giao hoặc kinh doanh quốc tế."
61,en,"An applied science degree focusing on the ecology and conservation of marine and terrestrial wildlife. Combining classroom learning in conservation biology and marine ecology with extensive fieldwork and laboratory training, it prepares graduates for roles in conservation management."
61,ja,海洋および陸上生物の生態と保全に焦点を当てた応用科学の学位です。保全生物学や海洋生態学の理論と、充実したフィールドワークや実験室実習を組み合わせ、保全管理の現場で活躍できる実践力を養います。
61,vi,"Chương trình khoa học ứng dụng tập trung vào sinh thái và bảo tồn động vật hoang dã biển lẫn trên cạn. Kết hợp học lý thuyết về sinh học bảo tồn và sinh thái biển với thực hành thực địa và phòng thí nghiệm, chương trình trang bị cho sinh viên kỹ năng quản lý bảo tồn."
62,en,"An interdisciplinary undergraduate degree that merges core mathematical theory with practical computer-science training. Students develop analytical and programming skills through problem-solving projects, data modelling and computational applications."
62,ja,数学の理論と実践的なコンピュータサイエンス教育を融合した学際的プログラムです。課題解決プロジェクトやデータモデリング、計算アプリケーションを通じて、分析力とプログラミングスキルを体系的に身につけます。
62,vi,"Chương trình liên ngành kết hợp lý thuyết toán học cốt lõi với đào tạo thực hành khoa học máy tính. Sinh viên phát triển kỹ năng phân tích và lập trình qua các dự án giải quyết vấn đề, mô hình hóa dữ liệu và ứng dụng tính toán."
63,en,"A mathematics-focused undergraduate program providing deep instruction in pure and applied mathematics, statistics, and quantitative methods, equipping graduates with strong analytical skills for roles in finance, research, or further study."
63,ja,純粋および応用数学、統計学、定量手法を深く学ぶ数学重視の学位です。高度な分析力を養い、金融、研究、または大学院でのさらなる学びに必要な基礎を築きます。
63,vi,"Chương trình tập trung vào toán học, đào tạo sâu về toán thuần túy và toán ứng dụng, thống kê và phương pháp định lượng. Khóa học trang bị cho sinh viên khả năng phân tích mạnh mẽ, phù hợp với các vị trí trong tài chính, nghiên cứu hoặc học cao hơn."
64,en,"A creative undergraduate degree that combines theoretical study of media practices, history, and analysis with practical training in production, journalism, and digital storytelling, preparing students for diverse roles in media industries."
64,ja,メディア実践、歴史、分析に関する理論学習と、制作、ジャーナリズム、デジタルストーリーテリングの実践トレーニングを組み合わせたクリエイティブな学位です。多様なメディア業界での活躍に必要な知識と技術を習得します。
64,vi,"Chương trình cử nhân sáng tạo kết hợp nghiên cứu lý thuyết về thực hành truyền thông, lịch sử và phân tích với đào tạo thực hành sản xuất, báo chí và kể chuyện kỹ thuật số, nhằm chuẩn bị cho sinh viên đảm nhận đa dạng vai trò trong ngành truyền thông."
65,en,"A tri-disciplinary program integrating political theory, economic analysis, and philosophical enquiry. Students learn to critically assess policy, ethical issues, and economic models, often supported by vibrant departmental research communities."
65,ja,政治理論、経済分析、哲学的探究を統合した三領域横断プログラムです。政策や倫理的課題、経済モデルを批判的に評価する力を養い、活発な研究コミュニティのもとで学術的探求を深めます。
65,vi,"Chương trình ba ngành kết hợp lý thuyết chính trị, phân tích kinh tế và khảo cứu triết học. Sinh viên được rèn kỹ năng đánh giá phê bình về chính sách, vấn đề đạo đức và mô hình kinh tế, thường dưới sự hỗ trợ của cộng đồng nghiên cứu sôi động trong khoa."
66,en,"A professionally oriented degree covering project-management concepts, risk assessment, leadership, and stakeholder engagement. Coursework is reinforced by industry case studies and placements, preparing graduates for management roles across sectors."
66,ja,プロジェクト管理の概念、リスク評価、リーダーシップ、ステークホルダー連携を学ぶ職業志向の学位です。業界事例研究や実習を通じて、さまざまな分野で管理職を担うための実践的なスキルと知識を身につけます。
66,vi,"Chương trình cử nhân hướng nghề, trang bị kiến thức về quản lý dự án, đánh giá rủi ro, kỹ năng lãnh đạo và tương tác với các bên liên quan. Nội dung học được củng cố qua nghiên cứu tình huống thực tế và kỳ thực tập tại doanh nghiệp, giúp sinh viên sẵn sàng đảm nhận vị trí quản lý trong nhiều lĩnh vực."
67,en,"A scientific undergraduate program exploring mental processes and behaviour, combining foundational theory with practical research methods and placement experiences to prepare graduates for roles in research, clinical practice, or further study."
67,ja,心理過程と行動を科学的に探求する学士プログラムです。基礎理論と実践的な研究手法、実習経験を組み合わせ、研究職や臨床実践、大学院進学に必要な能力を修得します。
67,vi,"Chương trình cử nhân khoa học khám phá quá trình tâm lý và hành vi con người. Kết hợp lý thuyết cơ bản với phương pháp nghiên cứu thực tiễn và kinh nghiệm thực tập, giúp sinh viên chuẩn bị cho công việc nghiên cứu, thực hành lâm sàng hoặc học lên cao."
68,en,"An interdisciplinary undergraduate degree examining social structures, cultures, and institutions through theoretical frameworks, quantitative and qualitative research methods, and community engagement opportunities."
68,ja,理論的枠組み、定量的・定性的研究手法、地域コミュニティとの連携機会を活用し、社会構造、文化、制度を多角的に分析する学際的な学位です。社会課題の理解と解決に向けた研究能力を養います。
68,vi,"Chương trình liên ngành tìm hiểu cấu trúc xã hội, văn hóa và các định chế qua các khung lý thuyết, phương pháp nghiên cứu định tính và định lượng, cùng cơ hội tham gia các hoạt động cộng đồng, giúp sinh viên phát triển tư duy phân tích và khả năng giải quyết vấn đề xã hội."
69,en,"A professional undergraduate degree delivering hands-on training in animal care, diagnostic technologies, and clinical procedures, equipping graduates for support roles in veterinary practices, laboratories, and animal-welfare agencies."
69,ja,動物ケア、診断技術、臨床手順の実践的トレーニングを提供する専門職学位です。獣医診療所や研究機関、動物福祉組織などで補助的役割を担うために必要な技能と知識を身につけます。
69,vi,"Chương trình cử nhân chuyên nghiệp cung cấp đào tạo thực hành trong chăm sóc động vật, công nghệ chẩn đoán và quy trình lâm sàng. Sinh viên được trang bị kỹ năng để hỗ trợ tại phòng khám thú y, phòng thí nghiệm và các tổ chức bảo vệ động vật."
70,en,"An applied science degree focused on grape cultivation and winemaking techniques, integrating laboratory research, vineyard management, and industry collaboration for careers in viticulture, oenology, and wine innovation."
70,ja,ブドウ栽培とワイン醸造技術に特化した応用科学の学位です。実験室研究、ブドウ園管理、業界との共同プロジェクトを通じて、ヴィティカルチャー、ワイン醸造、ワイン産業のイノベーション分野で活躍するための実践力を養います。
70,vi,"Chương trình khoa học ứng dụng tập trung vào kỹ thuật trồng nho và sản xuất rượu vang. Kết hợp nghiên cứu trong phòng lab, quản lý vườn nho và hợp tác với doanh nghiệp, chương trình trang bị cho sinh viên kiến thức thực tiễn để phát triển nghề nghiệp trong lĩnh vực làm vang và đổi mới công nghệ rượu."
71,en,"An integrated master’s program that blends undergraduate liberal arts education with advanced postgraduate coursework and a research or creative project, equipping graduates with broad critical, analytical, and creative skills."
71,ja,学部レベルのリベラルアーツ教育と大学院レベルの高度な講義および研究・創作プロジェクトを統合したプログラムです。批判的思考力、分析力、創造力を幅広く養い、さまざまな分野で活躍できる基盤を提供します。
71,vi,"Chương trình thạc sĩ tích hợp, kết hợp nền tảng giáo dục đại cương nhân văn với các học phần cao cấp và dự án nghiên cứu hoặc sáng tạo, trang bị cho người học kỹ năng phản biện, phân tích và sáng tạo toàn diện."
72,en,"A distinctive undergraduate-entry honours degree awarded by Scotland’s ancient universities. Unlike postgraduate MAs elsewhere, the Scottish MA is a first-entry humanities degree covering traditional liberal-arts subjects (e.g., classics, history, philosophy), and is equivalent in level to a Bachelor’s degree in other systems."
72,ja,スコットランドの古代大学が授与する、学部レベルの優等人文科学学位です。一般的な修士号とは異なり、古典学、歴史、哲学など伝統的なリベラルアーツ科目を学ぶ学士相当のプログラムで、他国の学士号と同等の水準を有します。
72,vi,"Chương trình cử nhân danh dự đặc thù của các trường đại học cổ kính Scotland. Khác với MA sau đại học ở nhiều nơi, MA Scotland là chương trình đầu vào dành cho ngành nhân văn—như cổ điển học, lịch sử, triết học—và có trình độ tương đương bằng cử nhân ở hệ thống khác."
73,en,"An integrated master’s program combining core biological science training with advanced specialist modules and a research dissertation, preparing students for careers in research, biotechnology, or advanced clinical fields."
73,ja,基礎的な生物科学の学修と、高度な専門科目および研究論文作成を組み合わせた修士プログラムです。研究職、バイオテクノロジー、または高度臨床分野で求められる専門知識と能力を身につけます。
73,vi,"Chương trình thạc sĩ tích hợp về khoa học sinh học, kết hợp đào tạo cơ bản và các học phần chuyên sâu nâng cao cùng luận văn nghiên cứu, chuẩn bị cho sinh viên các vai trò trong nghiên cứu, công nghệ sinh học hoặc lĩnh vực lâm sàng chuyên sâu."
74,en,"An integrated master’s program that merges undergraduate Earth and marine science foundations with advanced postgraduate modules and a substantial research component, equipping graduates for roles in marine research, consultancy, or policy."
74,ja,地球科学と海洋科学の学部基礎教育を、高度な大学院科目および大規模な研究プロジェクトと融合させた修士プログラムです。海洋研究、コンサルティング、政策立案などで必要な専門的能力を養成します。
74,vi,"Chương trình thạc sĩ tích hợp, kết hợp kiến thức nền tảng về khoa học Trái Đất và hải dương với các học phần sau đại học nâng cao và một dự án nghiên cứu lớn, trang bị cho sinh viên năng lực làm việc trong nghiên cứu biển, tư vấn hoặc hoạch định chính sách."
75,en,"A studio-based undergraduate degree that combines design projects with studies in architectural history, sustainable practices, and ethical considerations, preparing students for professional accreditation and practice in architecture."
75,ja,デザインプロジェクトと建築史、持続可能な実践、倫理的観点の学修を組み合わせたスタジオ形式の学部課程です。専門認定取得および建築実務に必要な知識と技術を習得します。
75,vi,"Chương trình cử nhân theo hình thức studio, kết hợp các dự án thiết kế với học thuật về lịch sử kiến trúc, thực hành bền vững và yếu tố đạo đức, chuẩn bị cho sinh viên đủ kiến thức để đạt chứng nhận nghề nghiệp và hành nghề kiến trúc."
76,en,"An integrated master’s program combining foundational nutritional science with advanced coursework and an independent research project, preparing graduates for careers in nutrition science, public health, dietetics, or food industry roles."
76,ja,栄養科学の基礎教育と高度な講義、独立研究プロジェクトを統合した修士課程です。栄養科学、公衆衛生、栄養士実務、食品産業など多様な分野で活躍するための専門知識と研究スキルを身につけます。
76,vi,"Chương trình thạc sĩ tích hợp, kết hợp kiến thức cơ bản về khoa học dinh dưỡng với các học phần nâng cao và dự án nghiên cứu độc lập, trang bị cho người học năng lực làm việc trong khoa học dinh dưỡng, y tế công cộng, dinh dưỡng học hoặc ngành công nghiệp thực phẩm."
77,en,"An integrated master’s program combining core biochemical principles with advanced specialized modules and a substantial research project, preparing graduates for roles in biomedical research, pharmaceutical development, or further academic study."
77,ja,生化学の基礎原理と高度な専門科目、さらに大規模な研究プロジェクトを組み合わせた修士課程です。バイオメディカル研究、製薬開発、または学術研究へ進むための実践的能力と理論的理解を養います。
77,vi,"Chương trình thạc sĩ tích hợp, kết hợp nguyên lý cơ bản của sinh hóa với các học phần chuyên sâu nâng cao và dự án nghiên cứu quy mô lớn, chuẩn bị cho người học năng lực làm việc trong nghiên cứu y sinh, phát triển dược phẩm hoặc tiếp tục học ở bậc cao hơn."
78,en,"A studio-based design program that integrates architectural theory, environmental planning, and sustainable design practices. Students engage in workshops and projects that span built form, landscape, and policy, preparing them for professional accreditation and practice."
78,ja,建築理論、環境計画、持続可能なデザイン実践を統合したスタジオ形式の学部課程です。建築、ランドスケープ、政策にわたるワークショップやプロジェクトを通じて、専門認定取得と実務能力を培います。
78,vi,"Chương trình cử nhân theo hình thức studio, tích hợp lý thuyết kiến trúc với quy hoạch môi trường và thực hành thiết kế bền vững. Người học tham gia các workshop và dự án về kiến trúc, cảnh quan và chính sách, chuẩn bị cho việc đạt chứng chỉ chuyên môn và hành nghề."
79,en,"An interdisciplinary creative degree covering design fundamentals—visual communication, user-experience, and spatial design—through studio projects, collaborative briefs, and industry partnerships, equipping graduates for roles in graphic, product, or environmental design."
79,ja,ビジュアルコミュニケーション、ユーザーエクスペリエンス、空間デザインなどの基礎理論を、スタジオプロジェクトや企業連携の演習を通じて学ぶ学際的クリエイティブ学位です。グラフィック、プロダクト、環境デザイン分野への道を開きます。
79,vi,"Chương trình cử nhân sáng tạo liên ngành, trang bị kiến thức cơ bản về thiết kế — bao gồm truyền thông hình ảnh, trải nghiệm người dùng và thiết kế không gian — thông qua dự án studio, bài tập nhóm và hợp tác với doanh nghiệp, giúp người học sẵn sàng làm việc trong thiết kế đồ họa, sản phẩm hoặc môi trường."
80,en,"A professional bachelor’s degree organised primarily around educational theory, teaching methods, educational psychology and extended practicum placements, designed to prepare graduates for immediate classroom entry and offering comparatively limited space for additional subject-area coursework."
80,ja,教育理論、教授法、教育心理学を中心に構成された専門職学位で、学校での指導実習を含みます。卒業直後に教壇に立てる実践的スキルを養成し、他の学問分野の履修機会は比較的限られています。
80,vi,"Chương trình cử nhân chuyên nghiệp, tập trung vào lý thuyết giáo dục, phương pháp giảng dạy, tâm lý học giáo dục và thực tập giảng dạy kéo dài. Khóa học được thiết kế để sinh viên có thể ngay lập tức bước vào vai trò giảng viên và có ít thời gian dành cho các học phần khác ngoài chuyên ngành."
81,en,"A flexible interdisciplinary degree allowing students to combine humanities, social sciences, and STEM subjects. With an emphasis on critical thinking and real-world problem solving, students craft personalized study plans alongside academic advising."
81,ja,人文科学、社会科学、STEM科目を組み合わせて学べる柔軟な学際プログラムです。批判的思考と実践的な問題解決に重点を置き、アカデミックアドバイザーと相談しながら、自分だけの学修計画を設計します。
81,vi,"Chương trình cử nhân liên ngành linh hoạt, cho phép sinh viên kết hợp các môn nhân văn, khoa học xã hội và STEM. Với trọng tâm là tư duy phản biện và giải quyết vấn đề thực tiễn, sinh viên sẽ xây dựng lộ trình học tập cá nhân dưới sự hướng dẫn của cố vấn học tập."
82,en,"A practice-led art degree emphasizing studio work in areas such as painting, sculpture, and digital media, complemented by art theory and curatorial studies. Graduates develop professional portfolios and contextual understanding for careers in the visual arts."
82,ja,絵画、彫刻、デジタルメディアなどのスタジオ制作を重視し、美術理論やキュレーション学を補完的に学ぶ実践型の学位です。プロフェッショナルなポートフォリオ制作と美術分野でのキャリア形成に必要なコンテクスト理解を深めます。
82,vi,"Chương trình cử nhân thực hành nghệ thuật, nhấn mạnh công việc tại xưởng sáng tác trong các lĩnh vực như hội họa, điêu khắc và truyền thông số, kết hợp với kiến thức lý thuyết nghệ thuật và quản lý triển lãm. Sinh viên hoàn thiện hồ sơ nghệ thuật chuyên nghiệp và hiểu biết về bối cảnh ngành."
83,en,"A specialized computing degree designed with career readiness in mind, blending core computer-science theory with advanced modules in areas like data science, cybersecurity, and software engineering, alongside collaborative projects and industry placements."
83,ja,キャリア志向で設計された専門的コンピューティング学位です。データサイエンス、サイバーセキュリティ、ソフトウェア工学などの高度モジュールと、コンピュータサイエンスの基礎理論を融合し、共同プロジェクトや業界実習を通じて実践力を養います。
83,vi,"Chương trình cử nhân chuyên sâu về tin học, thiết kế với mục tiêu trang bị kỹ năng nghề nghiệp, kết hợp lý thuyết cốt lõi về khoa học máy tính với các học phần nâng cao về khoa học dữ liệu, an ninh mạng và kỹ thuật phần mềm, cùng các dự án nhóm và thực tập tại doanh nghiệp."
84,en,"A versatile undergraduate degree focusing on practical applications of scientific principles across disciplines (e.g., health sciences, information technology, or environmental science). It integrates labs, field experiences, and industry projects to develop hands-on skills and professional competencies."
84,ja,医療科学、情報技術、環境科学など多分野にわたる科学原理の実践応用に焦点を当てた汎用性の高い学位です。実験室、フィールド実習、業界プロジェクトを統合し、実践的スキルと専門的能力をバランスよく育成します。
84,vi,"Chương trình cử nhân đa năng, tập trung vào ứng dụng thực tiễn các nguyên lý khoa học trong nhiều lĩnh vực (ví dụ: khoa học sức khỏe, công nghệ thông tin, khoa học môi trường). Chương trình tích hợp bài thực hành phòng lab, trải nghiệm thực địa và dự án ngành để phát triển kỹ năng làm việc thực tế."
85,en,"An interdisciplinary program examining interactions between people and the environment, covering ecological science, policy frameworks, and sustainable practice. Students apply theory through real-world projects, stakeholder engagement, and fieldwork."
85,ja,人間と環境の相互作用を、エコロジー、政策枠組み、持続可能な実践の視点から総合的に学ぶ学際プログラムです。理論を現実のプロジェクトやステークホルダーとの協働、フィールドワークを通じて応用し、環境問題への実践的対応力を養います。
85,vi,"Chương trình liên ngành nghiên cứu tương tác giữa con người và môi trường, bao gồm khoa học sinh thái, khung chính sách và thực hành bền vững. Sinh viên áp dụng lý thuyết qua các dự án thực tế, hợp tác với các bên liên quan và thực địa."
86,en,"A multi-disciplinary degree exploring environmental management from social, economic, and regulatory perspectives. Coursework and case studies are supported by research methods and fieldwork, preparing graduates for roles in policy, advocacy, or consultancy."
86,ja,社会的・経済的・規制的視点から環境管理を多角的に学ぶ学際的プログラムです。研究手法とフィールドワークを伴う講義やケーススタディを通じて、政策立案、アドボカシー、コンサルティングの分野で活躍できる知識とスキルを養います。
86,vi,"Chương trình cử nhân liên ngành, khám phá quản lý môi trường dưới góc độ xã hội, kinh tế và khung pháp lý. Thông qua các bài học lý thuyết, phân tích tình huống thực tế, kết hợp phương pháp nghiên cứu và thực địa, sinh viên được trang bị kiến thức để làm việc trong lĩnh vực chính sách, vận động cộng đồng hoặc tư vấn môi trường."
87,en,"A professional degree blending recreation-industry leadership with community development theory. Students gain skills in program planning, facility coordination, and stakeholder engagement through practical workshops and industry placements."
87,ja,レクリエーション産業のリーダーシップとコミュニティ開発理論を融合させた専門職学位です。プログラム計画、施設運営、ステークホルダー連携などの実践的スキルをワークショップや業界実習を通じて習得し、現場でリーダーシップを発揮できる能力を育成します。
87,vi,"Chương trình cử nhân chuyên nghiệp, kết hợp lý thuyết lãnh đạo trong ngành giải trí với phát triển cộng đồng. Sinh viên rèn luyện kỹ năng lập kế hoạch chương trình, điều phối cơ sở và kết nối với các bên liên quan thông qua hội thảo thực hành và thực tập tại doanh nghiệp."
88,en,"A science-focused program teaching systematic observation, experimentation, and data analysis of natural systems. Students undertake lab research and field expeditions to assess and mitigate human impacts, preparing for careers in ecological research or consultancy."
88,ja,自然環境の体系的な観察、実験、データ分析を通じて人間活動の影響を評価・緩和する能力を養う科学系プログラムです。実験室研究やフィールド調査を行い、生態学的研究や環境コンサルティングの分野での実践力を身につけます。
88,vi,"Chương trình cử nhân tập trung vào khoa học môi trường, giảng dạy cách quan sát hệ thống tự nhiên một cách hệ thống, thực hiện thí nghiệm và phân tích dữ liệu. Sinh viên tham gia nghiên cứu trong phòng thí nghiệm và khảo sát thực địa để đánh giá, giảm thiểu tác động của con người, mở đường cho sự nghiệp nghiên cứu sinh thái hoặc tư vấn."
89,en,"A business-focused undergraduate degree that teaches students to summarize, analyze, and interpret financial information for stakeholders. The curriculum combines core accounting principles with courses in finance, economics, and ethics, preparing graduates for roles in public practice, corporate finance, and consulting."
89,ja,財務情報の作成・分析・解釈を学ぶビジネス基礎の学位です。会計原則を中心に、ファイナンス、経済学、倫理の科目を組み合わせ、パブリックプラクティス、企業財務、コンサルティングなど多様な職域で必要とされる専門能力を養います。
89,vi,"Chương trình cử nhân kinh doanh, trang bị cho sinh viên khả năng tổng hợp, phân tích và diễn giải thông tin tài chính cho các bên liên quan. Khóa học kết hợp nguyên tắc kế toán cốt lõi với kiến thức về tài chính, kinh tế và đạo đức nghề nghiệp, hướng đến các vai trò trong kiểm toán, tài chính doanh nghiệp và tư vấn."
90,en,"A professionally oriented degree covering the design, management, and policy of health‐care systems. Students study leadership, quality improvement, and health informatics, and complete practicum experiences in clinical or administrative settings to prepare for management roles in hospitals, clinics, and health agencies."
90,ja,医療システムの設計、運営、政策を学ぶ専門職学位です。リーダーシップ、品質向上、ヘルスインフォマティクスを含む講義と、臨床・管理部門での実習を通じて、病院やクリニック、保健機関における管理職への道を準備します。
90,vi,"Chương trình cử nhân chuyên nghiệp, đào tạo sinh viên về thiết kế, quản lý và chính sách hệ thống y tế. Sinh viên học về lãnh đạo, cải tiến chất lượng và tin học y tế, đồng thời trải qua các kỳ thực tập tại cơ sở lâm sàng hoặc bộ phận hành chính, chuẩn bị cho vai trò quản lý trong bệnh viện, phòng khám và các cơ quan y tế."
91,en,"An interdisciplinary undergraduate program exploring the development, implementation, and evaluation of public policy. Students learn analytical frameworks from political science, economics, and ethics, and engage in service‐learning projects to develop skills for careers in government, NGOs, and community organizations. "
91,ja,公共政策の立案、実施、評価を学際的に探究する学士プログラムです。政治学、経済学、倫理学の分析枠組みを学び、サービスラーニングプロジェクトを通じて政府機関、NGO、地域組織で活躍するための実践的スキルを養います。
91,vi,"Chương trình cử nhân liên ngành, khám phá quá trình xây dựng, triển khai và đánh giá chính sách công. Sinh viên học các khung phân tích từ khoa học chính trị, kinh tế học và đạo đức học, đồng thời tham gia các dự án thực hành phục vụ cộng đồng để phát triển kỹ năng cho công việc trong chính phủ, tổ chức phi chính phủ và các tổ chức xã hội."
92,en,"A science‐based degree that builds foundational knowledge in human biology, physiology, and pathology. Through laboratory work and research projects, students develop the preclinical expertise needed for careers in health research, biomedical industries, or progression to professional health degrees."
92,ja,人体生物学、生理学、病理学の基礎知識を築く理学士号です。実験室実習や研究プロジェクトを通じて、保健研究、バイオ医薬産業、または専門職医療学位への進学に必要な前臨床的専門性を身につけます。
92,vi,"Chương trình cử nhân khoa học dựa trên nghiên cứu, xây dựng kiến thức nền tảng về sinh học con người, sinh lý học và bệnh lý học. Thông qua thực hành phòng thí nghiệm và dự án nghiên cứu, sinh viên phát triển chuyên môn tiền lâm sàng cần thiết cho sự nghiệp nghiên cứu y học, ngành công nghiệp y sinh hoặc học tiếp các chương trình chuyên ngành y tế."
93,en,"An integrated master’s program merging foundational psychology training with advanced postgraduate coursework and a research dissertation, accredited by the British Psychological Society and preparing students for professional or research careers."
93,ja,基礎的な心理学トレーニングと高度な大学院講義・研究論文を統合した修士プログラムです。英国心理学会認定を受け、専門職や研究職に必要な理論的知識と実践的研究能力を養成します。
93,vi,"Chương trình thạc sĩ tích hợp, kết hợp đào tạo cơ bản về tâm lý học với các học phần cao cấp và luận văn nghiên cứu, được Hiệp hội Tâm lý học Anh công nhận, chuẩn bị cho sinh viên sự nghiệp chuyên môn hoặc nghiên cứu trong lĩnh vực tâm lý học."
94,en,"An integrated master’s program combining broad undergraduate science foundations with advanced interdisciplinary coursework and an independent research project, equipping graduates for careers in scientific research or industry."
94,ja,広範な学部レベルの科学基礎教育と高度な学際的講義、独立研究プロジェクトを組み合わせた修士プログラムです。科学研究や産業界で求められる専門知識と研究能力を総合的に身につけます。
94,vi,"Chương trình thạc sĩ tích hợp, kết hợp nền tảng khoa học đa ngành ở bậc đại học với các học phần sau đại học nâng cao và dự án nghiên cứu độc lập, trang bị cho sinh viên năng lực cần thiết để làm việc trong nghiên cứu khoa học hoặc các ngành công nghiệp liên quan."
95,en,"An integrated master’s program that blends undergraduate neuroscience fundamentals with advanced modules and a major research project, preparing students for research or clinical roles in neuroscience and related fields."
95,ja,学部レベルの神経科学基礎教育と高度な専門科目、および主要な研究プロジェクトを融合させた修士プログラムです。神経科学分野および関連領域での研究職や臨床職に必要な専門スキルと知識を養います。
95,vi,"Chương trình thạc sĩ tích hợp, kết hợp kiến thức cơ bản về thần kinh học ở bậc đại học với các học phần nâng cao và dự án nghiên cứu chính, chuẩn bị cho sinh viên các vị trí nghiên cứu hoặc lâm sàng trong lĩnh vực thần kinh học và các lĩnh vực liên quan."
96,en,"An integrated master’s program combining core visual science and clinical optometry training with professional practice modules, enabling graduates to register with the General Optical Council as fully qualified optometrists."
96,ja,基礎的な視覚科学と臨床検眼トレーニングを、専門的実践モジュールと統合した修士プログラムです。卒業後は英国内光学会（General Optical Council）への登録資格を得て、専門的なオプトメトリストとして活動できます。
96,vi,"Chương trình thạc sĩ tích hợp, kết hợp khoa học thị giác cơ bản và đào tạo lâm sàng chuyên sâu về kính mắt với các học phần thực hành nghề nghiệp, giúp sinh viên đủ điều kiện đăng ký với Hội đồng Quang học Anh (General Optical Council) và hành nghề chuyên nghiệp."
97,en,"A law‐specialist undergraduate degree unique to Ireland and some other systems. All subjects focus on core legal disciplines—constitutional, contract, tort, and EU law—often with optional streams (e.g., social justice, history). Graduates are prepared for legal practice or postgraduate study."
